HOME,MATCHUP,ROAD,GAME DATE,W/L,SPREAD,TOTAL,H.OeFG,H.OTOV,H.OREB,H.OFT,H.OeFGL5,H.OTOVL5,H.OREBL5,H.OFTL5,H.DeFG,H.DTOV,H.DREB,H.DFT,H.DeFGL5,H.DTOVL5,H.DREBL5,H.DFTL5,H.PACE,H.PIE,H.REST,H.B2B,H.TRAV,H.3IN4,R.OeFG,R.OTOV,R.OREB,R.OFT,R.OeFGL5,R.OTOVL5,R.OREBL5,R.OFTL5,R.DeFG,R.DTOV,R.DREB,R.DFT,R.DeFGL5,R.DTOVL5,R.DREBL5,R.DFTL5,R.PACE,R.PIE,R.REST,R.B2B,R.TRAV,R.3IN4,H.ORTG,H.DRTG,H.NRTG,H.ORTGL5,H.DRTGL5,H.NRTGL5,R.ORTG,R.DRTG,R.NRTG,R.ORTGL5,R.DRTGL5,R.NRTGL5,H.PPG,H.PPGA,H.PPGL5,H.PPGAL5,R.PPG,R.PPGA,R.PPGL5,R.PPGAL5,H.PTS,R.PTS,Diff,ActTotal
LAL,LAL vs. POR,POR,1/11/2015,L,5.5,204.5,0.478756639,11.34399309,25.60471976,0.21711965,0.46746988,11.73175901,22.22222222,0.21686747,0.523402195,12.65847821,74.3902439,0.237895416,0.474880383,11.08106078,78.11158798,0.227272727,95.66060704,45.55598013,2,0,0,0,0.509351621,12.87755203,25.30339806,0.177680798,0.488687783,12.48191027,24.67532468,0.174208145,0.456920684,11.5463734,75.34562212,0.196267496,0.445454545,10.72649262,74.26160338,0.202272727,94.62013726,54.73802455,1,1,1,1,103.3353121,109.1691079,-5.833795791,99.48384948,102.1934197,-2.709570257,105.7649912,98.68493817,7.080053008,102.6623639,98.3559627,4.306401154,101.6216216,107.5675676,95.6,98.4,103.7297297,96.45945946,101.8,96.2,94,106,12,200
ATL,ATL vs. WAS,WAS,1/11/2015,W,-4,194,0.524663677,13.81637926,20.74175824,0.223180407,0.52,12.9933715,20.19230769,0.265,0.49002991,14.46346692,74.59016393,0.185111333,0.476635514,14.82499277,76.39484979,0.182242991,94.55473049,54.47574335,2,0,0,0,0.51009761,13.58241391,25.16644474,0.189835072,0.524570025,12.76010993,23.90243902,0.152334152,0.487469962,14.03146386,77.18253968,0.223480947,0.51375,13.74813418,76.88442211,0.1525,93.64441446,54.42229701,2,0,0,0,105.6838366,100.2722738,5.41156276,106.739735,97.56685136,9.17288363,104.1884028,100.0504408,4.137961989,106.2119896,101.9086277,4.303361886,102.4722222,97.38888889,104.4,97.2,99.86111111,96.97222222,97.8,94.4,120,89,-31,209
TOR,TOR vs. DET,DET,1/12/2015,L,-6,208.5,0.513509115,11.09497709,26.84210526,0.235351563,0.486425339,13.28562318,24.66960352,0.192307692,0.509942703,14.02618221,73.04869913,0.211998652,0.530201342,11.93189913,74.7706422,0.174496644,94.08538215,51.55587553,2,0,0,0,0.475786164,12.34824013,26.78878077,0.180503145,0.5,11.27254509,25.52301255,0.170731707,0.500486855,13.17946331,75.88344699,0.193768257,0.49026764,13.89712422,81.33333333,0.218978102,93.83416281,47.18408287,2,0,0,1,110.6836241,104.766218,5.917406093,101.2742862,108.9789149,-7.704628785,100.5260865,103.2793509,-2.753264344,106.0496505,99.05963671,6.990013804,107.7222222,101.5277778,103,110.4,97.2972973,99.48648649,105.6,98.6,111,114,3,225
BKN,BKN vs. HOU,HOU,1/12/2015,L,7,193.5,0.486846487,13.92401175,22.76785714,0.203463203,0.443209877,14.48833308,22.00956938,0.185185185,0.493466188,13.37521532,74.2804654,0.194054231,0.471813725,11.47681295,77.44680851,0.18627451,92.42824564,48.64383794,2,0,0,1,0.50569847,15.63015747,28.9407314,0.211657441,0.545882353,15.67509797,32.52427184,0.183529412,0.476323578,15.59548174,73.95171537,0.22558369,0.48961039,19.40706787,71.21212121,0.225974026,95.81545122,50.87765957,2,0,0,0,99.57970884,102.4776052,-2.897896332,90.68873287,99.98264943,-9.293916567,102.5881942,98.02258651,4.565607659,109.6278317,95.85984629,13.76798542,95.54054054,97.7027027,86.8,92.2,101.5135135,96.83783784,108.4,92.8,99,113,14,212
BOS,BOS vs. NOP,NOP,1/12/2015,W,5.5,203.5,0.494995157,13.12885692,23.85919166,0.167581531,0.456989247,11.28190664,22.45762712,0.133333333,0.492796333,13.187507,74.70817121,0.204977079,0.456321839,14.1506178,67.08860759,0.259770115,97.76319062,50.52053447,2,0,0,1,0.497214941,11.79867731,26.87140115,0.200524246,0.497542998,14.65944971,25.70093458,0.206388206,0.506042296,12.4730844,75.14754098,0.20577375,0.464622642,12.74936253,76.41921397,0.162735849,93.0249832,50.92570135,3,0,0,0,101.0132317,102.7710884,-1.757856677,94.69549662,101.698971,-7.003474429,105.8684874,105.7972705,0.07121686,102.4985327,96.58711615,5.911416586,102.4285714,103.8857143,97.4,102,101.3055556,100.7777778,97.8,92.6,108,100,-8,208
CHI,CHI vs. ORL,ORL,1/12/2015,L,-11.5,190.5,0.488042092,13.34755786,28.41463415,0.256696429,0.428409091,13.97708448,36.73469388,0.236363636,0.470198675,11.41629495,73.80815623,0.186634557,0.493288591,13.97849462,70.90909091,0.120805369,94.04224555,52.41694221,2,0,0,1,0.492751388,14.15375447,20.94792276,0.16872301,0.436194896,12.19963031,20.48192771,0.180974478,0.50352869,12.87080749,76.41791045,0.211721387,0.508974359,16.8668446,75.84541063,0.251282051,93.09668073,46.07126186,2,0,0,1,105.1377724,101.2997976,3.837974746,98.25951953,100.2024291,-1.94290962,98.38462024,104.0858682,-5.701247982,92.65306122,101.119464,-8.46640274,101.7368421,98.52631579,96.2,99,93.55,99.3,90.8,99,114,121,7,235
PHI,PHI vs. ATL,ATL,1/13/2015,L,10.5,196,0.454452055,17.11883071,25.11990408,0.207534247,0.45375,17.14981191,26.63755459,0.2075,0.509414929,15.80966463,72.90279627,0.228312038,0.498768473,14.59395552,72.85714286,0.224137931,97.07724373,41.90563445,3,0,0,0,0.525769746,13.66260292,21,0.223226238,0.544117647,12.53742515,20.85308057,0.245098039,0.490437601,14.59241195,74.67652495,0.184440843,0.491626794,16.14205004,78.80184332,0.172248804,94.51774065,54.66676776,2,0,0,0,91.14801767,103.117146,-11.9691283,92.66954787,102.4116287,-9.742080803,106.213889,100.1091594,6.104729589,110.9298532,96.7625611,14.16729208,90.55555556,103.0277778,89.2,99.2,102.9459459,97.16216216,108.8,96.6,87,105,18,192
PHX,PHX vs. CLE,CLE,1/13/2015,W,-4.5,212.5,0.519280951,13.80668837,24.39724455,0.201797622,0.506681514,15.37369915,23.31838565,0.200445434,0.49660767,14.56469465,72.75842376,0.245427729,0.496681416,16.49230359,75.22123894,0.196902655,97.33372062,50.73497308,2,0,0,0,0.49806514,12.97444803,26.01265823,0.226701064,0.464028777,13.58695652,25.32751092,0.158273381,0.518700475,13.00144852,74.57956016,0.166085578,0.553012048,12.06319558,75.64766839,0.156626506,92.63305063,48.08191961,2,0,0,0,106.3618191,103.739463,2.622356144,100.9408801,98.84618211,2.094698018,104.7513812,105.9584538,-1.207072578,95.99084591,112.215179,-16.22433312,106.95,104.975,109,107.6,99.78947368,99.92105263,90.6,104.8,107,100,-7,207
SAC,SAC vs. DAL,DAL,1/13/2015,L,5,214.5,0.492567568,14.76411973,27.49326146,0.292567568,0.501210654,13.23626737,21.96261682,0.256658596,0.494962217,11.40002181,75.6097561,0.217884131,0.502304147,13.70752471,76,0.161290323,95.03908318,49.00169752,2,0,0,0,0.531116534,11.24190243,24.81884058,0.199511897,0.51814059,10.83950064,22.07792208,0.140589569,0.506548176,14.90015944,71.93723597,0.201434362,0.490990991,12.60443676,75.66371681,0.15990991,95.11620651,53.73199476,3,0,0,0,103.8337781,105.5272511,-1.69347302,104.636188,101.1110223,3.525165723,111.5570516,103.8744226,7.68262899,107.2136837,101.3270445,5.886639161,102.2162162,103.6756757,104,101.2,108.8421053,102.5,103.8,101.4,104,108,4,212
UTA,UTA vs. GSW,GSW,1/13/2015,L,8.5,202,0.497322624,14.54060768,28.37662338,0.225903614,0.505291005,17.41027015,30.31914894,0.246031746,0.510329245,11.85635121,75.53122988,0.194641704,0.464805825,12.9989295,74.88584475,0.203883495,90.90015789,49.64087496,3,0,0,0,0.542270531,13.96916634,23.57836338,0.197032436,0.579726651,10.74602943,23.94366197,0.202733485,0.458011421,14.1765286,73.79480841,0.205576083,0.439359268,15.4873348,71.78423237,0.215102975,98.75986219,58.58847084,4,0,0,0,103.4809552,106.8060867,-3.325131479,102.0013743,99.76074511,2.240629226,109.1082151,96.23143964,12.8767755,120.0706771,93.15559713,26.91507992,95.97368421,99.07894737,95,93.4,109.2352941,98.20588235,119.6,95.6,105,116,11,221
LAL,LAL vs. MIA,MIA,1/13/2015,L,2.5,197.5,0.478976234,11.37724551,25.35940196,0.216331505,0.451807229,11.5644195,22.52252252,0.219277108,0.524183417,12.60483949,74.71910112,0.234924623,0.480952381,10.99984828,80.95238095,0.202380952,95.64288418,45.68441347,2,0,0,0,0.510913059,14.42088339,22.11948791,0.243724991,0.482432432,14.31451613,25.52083333,0.248648649,0.522576129,14.54194202,72.99578059,0.224011201,0.496411483,11.2862499,71.77033493,0.188995215,89.73886486,48.55341567,2,0,0,0,103.2137118,109.1287859,-5.915074018,97.59571082,101.1835789,-3.587868063,103.1988989,106.4892042,-3.290305343,100.4474273,106.5206141,-6.073186818,101.4210526,107.5263158,93.2,97.8,94.02702703,98,89.8,98.8,75,78,3,153
IND,IND vs. MIN,MIN,1/13/2015,L,-11,195.5,0.46906431,13.20489436,25.33410808,0.195062481,0.436320755,12.99672411,28.95927602,0.29009434,0.482850016,11.81952273,78.09021675,0.210165263,0.473004695,11.09057301,76.10619469,0.232394366,93.4253787,47.68651216,3,0,0,0,0.463763406,13.52545267,27.82233189,0.221644459,0.459016393,13.91635538,28.76106195,0.201405152,0.545757072,14.81349731,72.27304715,0.206322795,0.560386473,14.07272174,73.19587629,0.15942029,96.35405109,44.29043436,3,0,0,0,98.5015472,101.3459037,-2.844356501,99.05963671,103.0800821,-4.020445421,98.81400834,110.1197199,-11.30571156,99.35151314,111.852102,-12.50058884,95.33333333,96.69230769,98.6,100.4,98.22222222,108.3333333,95.6,106,101,110,9,211
WAS,WAS vs. SAS,SAS,1/13/2015,W,1,195.5,0.510009846,13.73668305,25.08122157,0.189038398,0.520050125,13.82306477,24.25742574,0.152882206,0.489673551,13.87338947,76.99228792,0.223517655,0.511083744,13.36277016,74.27184466,0.167487685,93.63192496,53.90898483,2,0,0,0,0.516586922,13.84280076,23.13432836,0.206379585,0.516706444,12.88467284,21.59624413,0.178997613,0.485028072,12.98669655,77.55102041,0.196194635,0.46563981,13.61495437,76.49769585,0.201421801,93.53283596,53.49155637,3,0,0,0,103.9186704,100.7308636,3.187806736,104.0664626,104.238605,-0.172142358,104.9612135,100.2359123,4.725301226,103.7751267,97.05189637,6.723230285,99.56756757,97.59459459,95.2,96.6,102.2631579,98.39473684,101.6,95.6,101,93,-8,194
BOS,BOS vs. ATL,ATL,1/14/2015,L,5.5,202,0.494191523,13.03479919,24.24050633,0.1711146,0.454746137,9.582700513,25.3164557,0.174392936,0.491850431,13.27639675,74.38485804,0.210290828,0.469512195,14.82392075,68.32579186,0.282926829,97.62101449,50.5827878,2,0,0,0,0.526504065,13.7511833,21.45643693,0.219837398,0.545012165,13.43784994,23.78640777,0.209245742,0.489876621,14.6783899,74.62507499,0.185068016,0.480049875,16.63924619,78.03738318,0.194513716,94.50679695,54.8630644,1,1,1,1,101.325768,102.8849649,-1.559196947,99.57816176,103.6923586,-4.11419688,106.2374464,99.91641972,6.321026668,109.6959737,94.90038534,14.79558837,102.5833333,103.7777778,98.2,100.2,103,96.89473684,106.8,92.6,91,105,14,196
DEN,DEN vs. DAL,DAL,1/14/2015,W,-5,212.5,0.482165207,13.06507031,27.77115614,0.219649562,0.530193237,12.95528576,25.38071066,0.234299517,0.491868622,12.04985196,75.75384615,0.239158163,0.470454545,11.71646163,75.83333333,0.172727273,96.68755511,47.98703929,5,0,0,0,0.529011249,11.15923976,24.66472303,0.198342214,0.501123596,10.37575039,19.18367347,0.139325843,0.505010629,14.94575245,71.95767196,0.204372912,0.48185941,13.45227981,74.22222222,0.192743764,95.15024059,53.5757318,1,1,1,0,102.5440907,104.4264848,-1.882394137,109.3163648,100.3604785,8.95588637,111.226426,103.6364767,7.58994925,103.1011528,100.5996528,2.501499952,102.2702703,103.6486486,107.2,98,108.8205128,102.5384615,101.6,102,114,107,-7,221
ORL,ORL vs. HOU,HOU,1/14/2015,W,9.5,200.5,0.496238339,14.06403825,20.65404475,0.170027084,0.464622642,12.26857015,19.23076923,0.195754717,0.504337421,12.85965399,76.36786962,0.213580616,0.495024876,15.08761725,73.73271889,0.276119403,93.2669924,46.31626574,2,0,0,0,0.507443776,15.5590867,28.93120393,0.210643016,0.545560748,15.38791869,30.09708738,0.170560748,0.4768,15.57557749,73.93188854,0.22464,0.493765586,18.21626348,70,0.219451372,95.79221518,50.95377213,2,0,0,0,98.89406584,104.2985501,-5.404484289,96.7624148,103.2203115,-6.457896686,102.952603,98.1290976,4.823505357,108.6781517,98.98560209,9.692549572,94.2195122,99.65853659,95.4,101.8,101.8157895,96.89473684,108,96.8,120,113,-7,233
POR,POR vs. LAC,LAC,1/14/2015,L,-3.5,209,0.510473588,12.81841225,25,0.176381299,0.506928406,12.05132008,21.42857143,0.170900693,0.457675971,11.57485556,75.56179775,0.195995146,0.458530806,11.54992548,76.29310345,0.21563981,94.62952082,54.59421642,3,0,0,0,0.536243557,11.88391293,21.24756335,0.230025773,0.557739558,11.46526026,19.60784314,0.233415233,0.506506181,13.64780248,76.96170747,0.222836695,0.496359223,13.12139162,75.2293578,0.199029126,94.39222832,51.92126782,3,0,0,0,105.8144277,98.68208367,7.132344014,104.4041029,99.21129099,5.192811906,110.1634877,103.5070894,6.656398361,113.5893404,102.4026028,11.18673758,103.7894737,96.39473684,102.6,95.6,106.3947368,99.97368421,109.8,98.2,94,100,6,194
BKN,BKN vs. MEM,MEM,1/14/2015,L,7,189.5,0.487042436,13.94825199,22.87134866,0.203109815,0.455334988,15.28994262,22.81553398,0.203473945,0.495551319,13.36160142,74.20895522,0.193517636,0.487119438,10.80445826,76.34854772,0.163934426,92.49300422,48.58506088,2,0,0,0,0.498872786,12.19536778,24.5210728,0.215136876,0.497668998,15.51898369,23.07692308,0.153846154,0.500655738,14.29899553,74.66918715,0.18852459,0.509803922,15.31252306,78.87323944,0.227941176,92.23353147,52.84840682,3,0,0,0,99.64791436,102.8584041,-3.210489791,93.00687712,103.2811969,-10.27431975,105.0570198,102.0436856,3.013334188,97.98076159,102.406245,-4.425483383,95.63157895,98.10526316,89.8,97.2,101.7837838,98.08108108,98.6,101.8,92,103,11,195
GSW,GSW vs. MIA,MIA,1/14/2015,W,-15,202,0.543325527,13.84171107,23.36259284,0.194713951,0.569196429,10.0386946,22.89719626,0.174107143,0.459777632,14.21675428,73.70012092,0.206671027,0.459490741,13.96845604,72.88888889,0.231481481,98.71420772,58.57246787,1,1,1,0,0.508843297,14.52812645,22.09944751,0.240537672,0.46361186,15.51682979,25.25252525,0.237196765,0.516785351,14.43234486,73.13937754,0.221430994,0.460556845,11.12200271,73.00884956,0.153132251,89.87270526,48.81103495,1,1,1,1,109.2824452,96.54306314,12.73938205,117.8640154,98.50166482,19.36235058,102.6326116,105.6233519,-2.990740259,95.4316515,98.61974951,-3.188098012,109.4285714,98.4,117.6,99.4,93.60526316,97.39473684,86.4,92.6,104,89,-15,193
DET,DET vs. NOP,NOP,1/14/2015,L,-4,202.5,0.47542735,12.19160987,27.00445434,0.182844933,0.480263158,10.25677301,28.68852459,0.197368421,0.502683081,13.28321788,75.84745763,0.191603535,0.516548463,14.31192661,78.44036697,0.170212766,93.97870669,47.29654625,2,0,0,0,0.496162456,11.92716878,27.14819427,0.205948193,0.505089059,15.00303859,29.12621359,0.251908397,0.504890773,12.39530305,74.7931254,0.208346919,0.463356974,12.14771623,72.12389381,0.19858156,93.01277671,50.82703214,2,0,0,0,100.8745722,103.4290889,-2.554516666,106.5633325,102.2088353,4.354497185,105.9037003,105.9906265,-0.086926255,106.3100137,100.8303677,5.479645983,97.73684211,99.78947368,105.6,101.8,101.2702703,100.972973,99.2,95.2,94,105,11,199
TOR,TOR vs. PHI,PHI,1/14/2015,W,-18,202.5,0.51535296,11.2579029,26.81205901,0.232035454,0.519767442,14.97112711,24.42396313,0.190697674,0.50848841,13.81422117,72.80361757,0.213516161,0.530133929,10.69061364,73.61111111,0.198660714,94.22667261,51.48844042,2,0,0,0,0.454773031,17.13965282,25.17523364,0.207610147,0.45465995,16.95104687,25.89285714,0.204030227,0.510617445,15.83708209,72.5974026,0.224763149,0.482843137,16.21365591,69.85645933,0.196078431,96.99721747,41.76753293,1,1,1,0,110.6260954,105.0047919,5.621303505,104.1174618,111.8514993,-7.734037469,91.18400262,103.2228032,-12.03880058,92.30640715,97.5469213,-5.240514153,107.8108108,101.8648649,105.8,112.8,90.45945946,103.0810811,88.4,94.8,100,84,-16,184
CHA,CHA vs. SAS,SAS,1/14/2015,L,4.5,192,0.465606061,11.15148719,22.64808362,0.203333333,0.49877451,12.36325491,27.80487805,0.259803922,0.500154036,12.02594273,80.09919405,0.188539741,0.442488263,10.28806584,81.05726872,0.185446009,93.14909274,47.59424796,4,0,0,0,0.514391829,13.69306505,22.9468599,0.202723615,0.509389671,11.96530063,21.69811321,0.169014085,0.486132277,13.03284849,77.52941176,0.198110332,0.486519608,13.60338573,76,0.218137255,93.58138091,53.24877615,1,1,1,0,99.28716904,102.5827786,-3.295609597,107.5832564,94.62936831,12.95388813,104.5839247,100.4509831,4.132941663,103.5018819,100.9807181,2.521163767,96,98.94871795,102.6,91.2,102.025641,98.46153846,101.2,97.2,93,98,5,191
CHI,CHI vs. WAS,WAS,1/14/2015,L,-5.5,196,0.489285714,13.32362064,28.34224599,0.257453416,0.456367925,13.83796995,33.62445415,0.233490566,0.474140464,11.39374918,74.1971831,0.187481634,0.52453271,12.50186595,73.20574163,0.147196262,94.19585962,52.21603479,2,0,0,0,0.510570147,13.76611007,25.04767959,0.191223575,0.524234694,14.8949514,24.24242424,0.18877551,0.488218205,13.71796264,77.18204489,0.21917366,0.483490566,12.6481915,76.68161435,0.153301887,93.67994258,53.97275823,1,1,1,1,105.3300164,101.7447982,3.58521816,101.368263,106.6844474,-5.316184434,104.0509781,100.4588997,3.592078381,104.9238491,99.43062882,5.493220262,102.0512821,99.1025641,97.2,102.4,99.60526316,97.47368421,97,95,99,105,6,204
LAL,LAL vs. CLE,CLE,1/15/2015,L,6.5,207,0.475103734,11.36013735,25.29247911,0.214285714,0.43233945,11.39287027,24.26778243,0.174311927,0.522072348,12.74454477,74.81751825,0.232372777,0.487745098,11.7997524,83.55555556,0.200980392,95.6220744,45.56251822,2,0,0,0,0.498586239,13.08925811,26.34176434,0.225573358,0.476997579,14.46715767,27.43362832,0.167070218,0.51996286,12.95591064,74.57305503,0.168368926,0.539951574,12.11538462,73.73737374,0.18401937,92.56579819,47.79658489,2,0,0,0,102.5067051,108.4713973,-5.964692241,93.17153435,100.008334,-6.83679968,104.7983198,106.2787203,-1.480400519,98.46036067,111.5384615,-13.07810087,100.7435897,106.7692308,90.6,96,99.79487179,100.1025641,92.6,104.4,102,109,7,211
MIL,MIL vs. NYK,NYK,1/15/2015,W,-8,198.5,0.506297229,15.88821557,24.96878901,0.197418136,0.511335013,18.08454525,27.09359606,0.168765743,0.485307909,15.40760108,72.33914612,0.220693967,0.427518428,17.39634677,69.33333333,0.226044226,94.49758229,51.65739173,5,0,0,0,0.485168196,14.34043572,25.29904306,0.165749235,0.479949875,16.95176452,18.0952381,0.127819549,0.525543992,13.92564708,71.78683386,0.233680227,0.558974359,16.25925095,73.33333333,0.243589744,91.04756093,44.17456399,5,0,0,0,101.1827028,99.67046762,1.512235217,99.40316073,91.12749565,8.275665076,98.96110815,109.0319335,-10.07082531,90.20618557,109.919682,-19.71349647,98.53846154,97.71794872,94.6,88,92.875,101.85,86.8,106.2,95,79,-16,174
HOU,HOU vs. OKC,OKC,1/15/2015,W,3,208.5,0.508796296,15.63377817,28.85422915,0.211419753,0.5599022,16.46164978,28.14070352,0.2200489,0.478538103,15.54184414,73.9261948,0.225505443,0.5,18.10938066,72.95918367,0.206896552,96.00436364,51.03075644,1,1,1,1,0.481035037,13.85089256,27.95299938,0.212471874,0.447826087,12.47976255,27.6,0.232608696,0.47760232,12.7325564,75.46158428,0.213019658,0.528037383,13.67478866,78.34101382,0.231308411,94.63418425,49.63811821,6,0,0,0,103.1029269,98.48108086,4.621846003,110.3059581,98.15705128,12.14890685,101.1426294,100.8771442,0.265485215,99.05336285,106.7663928,-7.713029955,102.1025641,97.48717949,109.6,98,98.75675676,97.97297297,103.8,110.2,112,101,-11,213
TOR,TOR vs. ATL,ATL,1/16/2015,L,2,206,0.515581611,11.3732057,26.69993762,0.230484418,0.519953052,15.05484264,23.74429224,0.190140845,0.505886096,13.75121477,72.96620776,0.214126631,0.493119266,11.30896819,76.10619469,0.211009174,94.23969111,51.73508732,2,0,0,0,0.527318933,13.71902274,21.38765118,0.222045743,0.552109181,13.7101074,24.61538462,0.215880893,0.489519112,14.71202399,74.48800468,0.184032059,0.476829268,15.99187237,75.70093458,0.158536585,94.39643273,55.02057316,2,0,0,1,110.3786725,104.587405,5.791267546,103.5654992,103.7608333,-0.195334018,106.46132,99.86131109,6.600008938,111.4930003,95.0950951,16.39790516,107.6052632,101.3947368,104.8,104.4,103.0512821,96.74358974,106.4,91.2,89,110,21,199
WAS,WAS vs. BKN,BKN,1/16/2015,L,-9.5,191.5,0.51140625,13.78263098,25.12437811,0.1928125,0.534526854,15.3172018,24.35233161,0.204603581,0.488825936,13.69223513,77.26443769,0.219389361,0.488344988,11.63663664,77.77777778,0.163170163,93.64724197,54.12432049,2,0,0,1,0.488456673,14.07348352,22.7771011,0.201454775,0.482233503,16.34866903,23.58974359,0.185279188,0.495356037,13.24149997,74.05468296,0.195356037,0.496394231,10.59811932,74.77876106,0.192307692,92.4344679,48.55930847,2,0,0,0,104.2437105,100.5648343,3.678876235,106.2377336,101.2841756,4.953557953,99.62247201,103.1180353,-3.495563287,95.58575287,106.7191965,-11.1334436,99.74358974,97.51282051,99.6,97.8,95.53846154,98.23076923,90.6,98.6,80,102,22,182
BOS,BOS vs. CHI,CHI,1/16/2015,L,5,200.5,0.49372705,13.11129603,24.41430333,0.170440636,0.462921348,11.59168297,27.03862661,0.168539326,0.493441599,13.25554169,74.53646477,0.212679575,0.475308642,14.28780774,70.77625571,0.288888889,97.42268695,50.2680861,2,0,0,0,0.489845408,13.30836867,28.13225058,0.256744468,0.455741627,13.42405296,29.8245614,0.215311005,0.475725366,11.46599644,74.14364641,0.189026142,0.534653465,12.69914569,74.74747475,0.198019802,94.15128742,51.90822691,2,0,0,0,101.2349378,103.1938788,-1.958940932,99.56656853,104.1666667,-4.600098135,105.3145235,101.9852443,3.329279291,98.99117276,109.001107,-10.00993428,102.2702703,103.8108108,97.4,100.4,101.975,99.25,94.2,102.4,103,119,16,222
LAC,LAC vs. CLE,CLE,1/16/2015,L,-8.5,206.5,0.534304511,11.75506541,21.09917877,0.229323308,0.523170732,11.12731179,18.18181818,0.226829268,0.504587156,13.60321074,76.96526508,0.222397975,0.49047619,11.67960214,76.95852535,0.195238095,94.41130996,51.97433366,2,0,0,0,0.499386691,12.98413626,26.44578313,0.228150874,0.492610837,13.84148654,28.11059908,0.197044335,0.521016027,12.9388424,74.6130031,0.169337768,0.547560976,11.25077592,73.19587629,0.195121951,92.46866618,47.85927164,1,1,1,1,110.0001062,103.3152162,6.684889966,108.0208592,102.7368771,5.283982069,105.1610665,106.4440358,-1.282969352,102.915952,114.1266828,-11.2107308,106.2307692,99.82051282,104.4,98.8,100.025,100.15,96,105.8,121,126,5,247
DAL,DAL vs. DEN,DEN,1/16/2015,W,-8,215.5,0.526883266,11.06407985,24.5325779,0.197239793,0.467880086,9.740029751,20,0.147751606,0.505481481,14.92443382,71.97013211,0.207703704,0.495423341,13.66311659,74.2081448,0.231121281,95.3439128,53.3476128,2,0,0,1,0.483221477,13.09280669,27.76484284,0.222696766,0.551980198,13.59809254,23.52941176,0.254950495,0.490729295,11.92570216,75.88059701,0.23671199,0.468819599,11.89103488,76.79324895,0.155902004,96.85226493,48.20206153,2,0,0,0,110.8975797,103.8353176,7.062262034,98.88993121,103.915311,-5.025379761,102.7812642,104.2790934,-1.497829218,111.395179,98.19214463,13.20303433,108.775,102.825,101.2,106.8,102.5789474,103.7368421,109.8,98.2,97,89,-8,186
