HOME,MATCHUP,ROAD,GAME DATE,W/L,SPREAD,TOTAL,H.OeFG,H.OTOV,H.OREB,H.OFT,H.OeFGL5,H.OTOVL5,H.OREBL5,H.OFTL5,H.DeFG,H.DTOV,H.DREB,H.DFT,H.DeFGL5,H.DTOVL5,H.DREBL5,H.DFTL5,H.PACE,H.PIE,H.REST,H.B2B,H.TRAV,H.3IN4,R.OeFG,R.OTOV,R.OREB,R.OFT,R.OeFGL5,R.OTOVL5,R.OREBL5,R.OFTL5,R.DeFG,R.DTOV,R.DREB,R.DFT,R.DeFGL5,R.DTOVL5,R.DREBL5,R.DFTL5,R.PACE,R.PIE,R.REST,R.B2B,R.TRAV,R.3IN4,H.ORTG,H.DRTG,H.NRTG,H.ORTGL5,H.DRTGL5,H.NRTGL5,R.ORTG,R.DRTG,R.NRTG,R.ORTGL5,R.DRTGL5,R.NRTGL5,H.PPG,H.PPGA,H.PPGL5,H.PPGAL5,R.PPG,R.PPGA,R.PPGL5,R.PPGAL5,H.PTS,R.PTS,Diff,ActTotal
LAC,LAC vs. LAL,LAL,1/7/2015,W,-10.5,214.5,0.534838936,12.06406697,21.46892655,0.232492997,0.542183623,13.19210768,19,0.213399504,0.507264352,13.80696043,77.17983651,0.227852587,0.47985782,11.92694745,75.72016461,0.184834123,94.53225401,52.0514439,2,0,0,0,0.48,11.3,25.4,0.219,0.529,13.9,14.8,0.217,0.525,12.8,73.6,0.237,0.49,11.2,74.8,0.211,95.7,45.5,2,0,0,1,109.8787463,103.4902118,6.388534515,107.8261587,101.1306533,6.695505401,103.7031012,109.5787217,-5.875620462,103.1390135,105.0024562,-1.863442745,106.2571429,100.1714286,104.6,96.6,102,108.0571429,101.2,102.6,114,89,-25,203
ATL,ATL vs. MEM,MEM,1/7/2015,W,-4.5,197,0.523679417,13.7203284,20.93023256,0.22295082,0.498795181,12.33522351,23.96313364,0.253012048,0.491354975,14.5273059,74.31438127,0.187720536,0.485611511,16.58374793,74.6835443,0.18705036,94.49023922,54.38321077,2,0,0,0,0.499,11.8,24.5,0.219,0.515,14.4,23.5,0.222,0.501,14.3,74.4,0.184,0.531,15.7,80.3,0.194,92.1,53.1,2,0,0,0,105.7333107,100.5541543,5.179156354,105.668214,97.62308998,8.045124041,105.7520827,101.9787004,3.773382293,103.8271914,102.4417033,1.385488165,102.5588235,97.55882353,103.8,96.6,101.8529412,97.55882353,99.4,97,96,86,-10,182
PHI,PHI vs. MIL,MIL,1/7/2015,L,6.5,195.5,0.456870799,17.1513023,24.9672346,0.206497386,0.44691358,17.97009776,27.80082988,0.190123457,0.512965668,15.6705698,73.02393038,0.227538349,0.535714286,12.74567755,72.98578199,0.226190476,97.23823137,41.59676305,2,0,0,0,0.503,15.6,25,0.204,0.479,14.4,23.1,0.166,0.493,15.3,73.1,0.219,0.447,15.6,77.8,0.201,94.6,51.2,1,1,1,1,91.28640806,103.8841534,-12.59774537,89.68701479,112.5196135,-22.83259872,101.2280403,100.5714609,0.656579349,97.25585149,91.81020474,5.445646748,90.90909091,104,87.8,109,98.91666667,98.75,96.4,90.4,77,97,20,174
CHA,CHA vs. NOP,NOP,1/7/2015,W,5,190,0.462926509,11.15385016,22.5625,0.200459318,0.4400978,14.92211384,27.06422018,0.259168704,0.503502335,11.94166101,79.74341661,0.189793195,0.4543379,10.16711032,79.38596491,0.191780822,92.91015427,46.8051252,2,0,0,0,0.497,11.8,27,0.199,0.507,15,27.1,0.188,0.509,12.6,75.1,0.205,0.484,12.2,74.6,0.153,93.1,50.8,2,0,0,0,98.75612731,103.450662,-4.694534682,95.00122319,97.57875132,-2.577528124,105.7413861,106.0486311,-0.307245012,102.9120607,101.4109347,1.501125972,95.36111111,99.66666667,93.2,96.4,101.3823529,101.0294118,99.8,96.6,98,94,-4,192
WAS,WAS vs. NYK,NYK,1/7/2015,W,-14.5,187.5,0.508187967,13.56398555,25.22968198,0.191171235,0.508928571,15.50387597,23.03664921,0.198979592,0.488901019,13.99454572,77.18309859,0.228165939,0.547146402,12.79962765,78.83597884,0.17617866,93.7047082,53.93442623,2,0,0,0,0.485,14.2,25.8,0.169,0.424,13.8,21.5,0.112,0.521,13.8,71.5,0.231,0.546,14.4,77.2,0.156,90.7,44.8,2,0,0,1,103.9572402,100.4595555,3.497684749,101.059322,107.644437,-6.585114935,99.54474025,108.6918645,-9.147124269,85.70091868,106.542617,-20.84169837,99.76470588,97.47058824,95.4,102.4,93.13513514,101.1621622,80.6,99.4,101,91,-10,192
SAC,SAC vs. OKC,OKC,1/7/2015,W,7,212,0.492210682,15.10752688,27.87249815,0.301557864,0.507481297,16.20920683,23.03921569,0.289276808,0.496067031,11.08904694,75.49800797,0.222298222,0.516556291,10.8855959,72.68722467,0.209713024,94.83740929,48.68202119,3,0,0,0,0.484,13.7,28.2,0.217,0.468,11.1,29.3,0.247,0.477,12.5,75.5,0.212,0.497,12.2,79.7,0.243,94.3,50,2,0,0,0,103.6782297,106.401467,-2.723237363,102.9041398,110.9228466,-8.018706784,101.9784764,101.0473304,0.931146063,105.3736682,104.0783286,1.295339669,101.9705882,104.4411765,104.6,112.6,99.2,97.91428571,108.4,108,104,83,-21,187
DEN,DEN vs. ORL,ORL,1/7/2015,W,-7,201,0.479091208,12.9650679,28.05486284,0.21830754,0.502331002,10.77822433,27.52293578,0.230769231,0.492403781,11.94118382,75.73385519,0.243079001,0.506976744,10.94294829,76.65198238,0.193023256,96.62210265,47.49313187,2,0,0,0,0.498,14.1,21,0.168,0.49,10.5,18.3,0.157,0.505,12.6,76.4,0.208,0.532,13.8,75.5,0.239,92.7,46.1,4,0,0,0,102.3383438,104.7571317,-2.418787868,108.7402544,106.7549778,1.985276626,99.18732594,104.5650096,-5.377683623,101.1169403,107.892022,-6.775081748,102.0857143,103.9142857,106,103.8,93.94594595,99.32432432,95.6,100.4,93,90,-3,183
MIN,MIN vs. PHX,PHX,1/7/2015,L,8,216,0.464070796,13.26058953,27.8150134,0.22159292,0.483529412,13.06299676,28.13852814,0.181176471,0.545818182,14.81567637,72.08943716,0.210545455,0.55875,14.50492404,72.67759563,0.21,96.34051694,44.15333216,2,0,0,0,0.522,13.7,24.5,0.204,0.557,13.5,24.5,0.233,0.495,14.4,72.6,0.253,0.489,13.7,69.7,0.274,97,51.2,1,1,1,1,99.01956002,110.2171718,-11.19761182,101.9811084,112.0347709,-10.05366245,107.2182813,104.1262659,3.092015367,113.5294118,106.2509694,7.278442322,98.42424242,108.5151515,97.6,106.2,107.027027,104.4864865,115.8,109.6,111,113,2,224
CHI,CHI vs. UTA,UTA,1/7/2015,L,-10.5,192.5,0.494793474,13.29187596,27.87433155,0.262755988,0.434977578,11.47985807,31.88976378,0.257847534,0.4679883,11.29914085,74.06947891,0.187845304,0.468478261,13.25427276,73.33333333,0.141304348,94.36168659,53.12684615,2,0,0,0,0.497288503,13.97261477,28.38121934,0.225234996,0.486682809,12.21528978,32.71889401,0.215496368,0.514757554,11.53283367,75.54615927,0.197470134,0.483910891,10.62657431,76.8115942,0.237623762,90.60688,49.17630564,2,0,0,0,106.2001083,101.0224949,5.177613432,101.8383544,96.61082976,5.227524627,104.2052727,107.9750656,-3.769792901,106.4798751,105.8327538,0.647121262,103.0857143,98.8,100.6,99.2,96.4,99.77142857,98.2,97.4,77,97,20,174
TOR,TOR vs. CHA,CHA,1/8/2015,L,-12.5,197.5,0.514837819,11.02586609,26.99859748,0.238095238,0.509049774,11.49838304,25.66371681,0.196832579,0.51037196,14.14104056,72.70155587,0.215307582,0.524774775,11.77310025,72.14611872,0.195945946,93.93136271,51.58214497,4,0,0,0,0.462667518,11.14861098,22.51978089,0.20134014,0.450617284,13.92705935,27.83018868,0.259259259,0.50308642,11.98074818,79.72440945,0.19005848,0.45034642,9.223008583,76.52173913,0.189376443,92.99333953,46.87882497,1,1,1,1,111.1205207,105.006016,6.11450473,107.7015644,110.6885508,-2.98698646,98.72283794,103.3143652,-4.591527303,98.01468135,98.89373114,-0.879049795,108.0588235,101.6470588,107.4,110.6,95.43243243,99.51351351,94,94.4,95,103,8,198
NYK,NYK vs. HOU,HOU,1/8/2015,L,12.5,194.5,0.485346216,14.25040355,25.73945878,0.168438003,0.447432763,14.70929782,20.33898305,0.119804401,0.522214854,13.81076231,71.65354331,0.230106101,0.545801527,15.29703354,76.11940299,0.17302799,90.6999752,44.59142666,1,1,1,1,0.502056908,15.4972438,29.38451357,0.209118958,0.510067114,14.66223855,33.33333333,0.120805369,0.475441024,15.13732834,73.95069953,0.226911103,0.48857868,16.76602086,71.5,0.241116751,95.65334965,50.45888743,1,1,1,1,99.47128635,108.7128668,-9.241580458,88.54655629,106.096832,-17.55027575,102.285602,98.58706352,3.698538455,103.8527328,100.041684,3.811048717,93.07894737,101.1578947,83,99.4,101.1142857,97.28571429,102,96,96,120,24,216
POR,POR vs. MIA,MIA,1/8/2015,W,-8.5,196,0.510042805,12.89898061,25.33589251,0.177148502,0.518181818,13.47414421,22.70742358,0.15,0.459619173,11.54481058,75.50397068,0.195009849,0.447191011,11.28708614,76.03305785,0.179775281,94.64999789,54.6802595,3,0,0,0,0.514087225,14.63316467,21.58490566,0.24237746,0.525936599,16.31961659,21.38728324,0.268011527,0.524934872,14.81369891,72.86995516,0.229251954,0.525125628,12.92837295,72.22222222,0.231155779,89.79488,48.21932781,4,0,0,0,105.8897535,99.02087783,6.868875681,104.9879324,95.56941779,9.418514635,103.1199098,106.688768,-3.568858249,102.4425159,110.0941197,-7.651603798,103.8857143,96.97142857,104.4,95.6,94.05714286,98.2,91.6,102,99,83,-16,182
DET,DET vs. ATL,ATL,1/9/2015,L,2.5,206.5,0.475699068,12.54302702,27.20097146,0.180093209,0.533180778,13.00954033,28.8209607,0.153318078,0.5,13.18125428,75.52356021,0.196152525,0.460431655,14.17317037,78.92561983,0.184652278,93.70479009,47.04079846,2,0,0,1,0.523961661,13.83598659,20.91872792,0.22399716,0.523929471,13.20954106,20.97560976,0.274559194,0.490902849,14.67963544,74.41253264,0.186405767,0.487980769,16.95404372,75.77092511,0.1875,94.43627929,54.4567234,2,0,0,0,100.360222,103.44131,-3.081087941,109.3467914,93.64589258,15.70089882,105.6919682,100.2191097,5.472858576,107.8205865,96.90853756,10.91204898,97.11428571,99.48571429,106.6,92.2,102.3714286,97.22857143,105,96.8,103,106,3,209
IND,IND vs. BOS,BOS,1/9/2015,W,-6,196.5,0.473726628,13.25564751,24.79901051,0.186976144,0.480246914,13.25155232,25.12562814,0.259259259,0.484457672,11.79550322,78.282514,0.213293651,0.488997555,11.0619469,77.29468599,0.224938875,93.28985442,47.74526678,2,0,0,0,0.496392992,13.16432333,23.90548992,0.170388183,0.465367965,10.72577762,21.30434783,0.140692641,0.494252874,13.21905711,75.06944444,0.202716823,0.452873563,13.93825354,67.96536797,0.236781609,97.84613267,50.84833795,2,0,0,0,98.65101258,101.6526012,-3.001588588,103.2954165,105.0653455,-1.769928993,101.3711754,102.6213452,-1.250169861,96.98275862,99.40795264,-2.425194016,95.10810811,96.62162162,98.8,98.4,102.6060606,103.6363636,99,99.4,107,103,-4,210
WAS,WAS vs. CHI,CHI,1/9/2015,W,-1,195.5,0.509705373,13.62493013,25.15463918,0.191334489,0.515189873,14.67940186,23.61809045,0.169620253,0.48869258,14.00635384,77.20136519,0.225795053,0.540100251,12.1137501,80.31088083,0.172932331,93.6359646,54.15706435,2,0,0,0,0.491231029,13.33109024,28.00776197,0.260370995,0.433856502,12.36502961,32.80632411,0.226457399,0.468938193,11.40522511,73.86569873,0.188906498,0.475824176,13.64304205,70.4845815,0.153846154,94.23769703,52.71510042,2,0,0,0,104.10954,100.3572186,3.7523214,102.1727884,107.3975427,-5.224754332,105.5825521,101.1794305,4.40312154,99.3485342,99.65921699,-0.31068279,99.8,97.28571429,94.8,100,102.3611111,98.75,97.6,100.6,102,86,-16,188
GSW,GSW vs. CLE,CLE,1/9/2015,W,-13.5,210.5,0.541785206,14.02069565,23.60912981,0.197368421,0.573696145,11.15509176,23.61111111,0.204081633,0.458318921,14.17374472,73.86870618,0.205811138,0.447429907,16.87001568,71.9665272,0.228971963,98.84794361,58.26004484,2,0,0,0,0.499659517,12.90035587,26.29455279,0.231188287,0.434117647,11.63751032,26.8907563,0.181176471,0.517432115,13.23073986,74.24863388,0.165940329,0.516666667,13.09695543,71.63461538,0.138095238,92.62944166,48.82913437,2,0,0,0,108.9376013,96.24396436,12.69363695,118.066561,92.5284703,25.53809072,105.3460036,105.5230195,-0.17701584,95.14463691,105.1641587,-10.01952177,109.1515152,98.33333333,119.2,96.2,100.3888889,99.5,89.2,98.4,112,94,-18,206
SAC,SAC vs. DEN,DEN,1/9/2015,L,-5,212.5,0.490674319,15.0508291,27.76588151,0.299497848,0.474009901,16.03488037,22.83105023,0.26980198,0.49253236,11.3592446,75.38461538,0.221042151,0.486516854,12.53088599,74.15254237,0.188764045,95.1394346,48.88165224,2,0,0,0,0.479427837,13.14294184,27.77101096,0.219543555,0.512019231,12.91798922,24.28571429,0.228365385,0.490983607,12.01047819,75.88383838,0.24,0.486046512,12.72780934,78.35497835,0.174418605,96.68001928,47.69153563,2,0,0,0,103.4676588,105.4715163,-2.003857555,97.41802629,102.2547468,-4.83672054,102.0658166,104.313607,-2.247790368,106.1359192,100.1788182,5.957100991,102.0285714,103.8285714,98.4,103.4,101.8333333,103.5277778,104.2,98.6,108,118,10,226
NOP,NOP vs. MEM,MEM,1/9/2015,W,-1,198.5,0.49663413,11.85413566,26.79394338,0.198586335,0.507371007,14.94209936,26.19047619,0.196560197,0.506903693,12.52185928,75.2368065,0.205730066,0.47546729,11.86351311,77.29257642,0.156542056,93.17427124,50.78137988,2,0,0,0,0.498631543,12.03275912,24.47314752,0.216900445,0.507444169,15.7125549,22.81553398,0.17617866,0.501568491,14.36334153,74.51374916,0.186476124,0.527202073,15.97444089,80.7106599,0.204663212,92.10843429,52.83887468,2,0,0,0,105.5313822,105.793647,-0.262264742,102.6228143,98.94789579,3.67491853,105.2653434,102.0402062,3.225137237,99.74233231,102.2469073,-2.504575038,101.1714286,100.9428571,98.6,94.8,101.4,97.51428571,96,97.2,106,95,-11,201
MIL,MIL vs. MIN,MIN,1/9/2015,W,-9.5,203.5,0.50513245,15.83830418,24.85245902,0.200993377,0.494047619,15.734913,25.90909091,0.142857143,0.488291557,15.40142106,72.98156389,0.221306069,0.428571429,16.5855816,75.43103448,0.214285714,94.77476069,51.63837012,2,0,0,1,0.465718204,13.41184853,28.0781759,0.220089133,0.488636364,12.40785344,29.95594714,0.163636364,0.544448349,14.69799378,71.96122297,0.209065355,0.552696078,13.82366308,70.10869565,0.203431373,96.52825725,44.40184049,2,0,0,0,101.1156445,99.79228258,1.32336187,98.30298013,89.57252286,8.730457276,99.18736638,110.1897148,-11.00234845,104.5746188,112.8773146,-8.302695837,98.86486486,98.16216216,95,87,98.79411765,108.6470588,100.4,106.8,98,84,-14,182
LAL,LAL vs. ORL,ORL,1/9/2015,W,-2,198.5,0.479909997,11.32743363,25.2887538,0.216329155,0.502493766,13.12032106,17.17171717,0.211970075,0.525645268,12.58053061,73.87566138,0.237921906,0.486013986,9.996297668,75.42372881,0.219114219,95.62640964,45.41273677,2,0,0,0,0.496421601,14.12801964,20.94468614,0.167208848,0.477647059,12.2090805,19.39655172,0.141176471,0.50452635,12.74460612,76.62255829,0.209182024,0.540214477,15.80570547,76.23762376,0.262734584,92.85217627,46.05680801,2,0,0,0,103.3907884,109.8207239,-6.429935511,100.7681507,105.9726255,-5.20447481,98.9039029,104.2323651,-5.328462241,97.24540902,106.4146134,-9.169204409,101.6388889,108.2222222,97.6,102.2,93.84210526,99.15789474,93.2,100.2,101,84,-17,185
BKN,BKN vs. PHI,PHI,1/9/2015,L,-10.5,190.5,0.487684729,13.84666977,22.78225806,0.204785362,0.468671679,14.79517331,20.28985507,0.187969925,0.493108201,13.43238942,74.0764744,0.194693315,0.455082742,11.05688577,77.77777778,0.160756501,92.47043191,48.67407275,2,0,0,0,0.452553423,17.24265405,25.1109702,0.20934444,0.435990338,18.53406071,29.87551867,0.202898551,0.515103056,15.91531572,73.2155477,0.223880597,0.577669903,15.05912099,74.87437186,0.189320388,97.32639026,41.30015432,2,0,0,0,99.86184884,102.461222,-2.599373157,93.84666834,96.2682761,-2.421607758,90.73698365,103.6867713,-12.94978769,89.01424228,113.5525129,-24.53827063,95.82857143,97.91428571,89.8,90.6,90.5,103.7941176,89,110.8,88,90,2,178
SAS,SAS vs. PHX,PHX,1/9/2015,W,-5,212.5,0.516711681,13.92057238,23.45191041,0.208305199,0.514742015,14.45086705,24.75728155,0.191646192,0.486850756,12.86497947,77.35610373,0.193622617,0.503685504,15.83327196,73.65853659,0.199017199,93.25912149,53.50574251,3,0,0,0,0.521892223,13.63065446,24.69660194,0.203306797,0.551136364,14.35986159,26.34146341,0.229545455,0.495938769,14.4922116,72.29933615,0.250546704,0.479955457,14.94123116,68.8034188,0.262806236,97.14015098,51.13514343,2,0,0,1,105.0376971,100.6370943,4.400602747,103.1462726,100.376155,2.77011758,107.2756772,104.132846,3.14283119,111.8320611,103.7101405,8.121920522,102.1666667,98.63888889,99.4,98.2,107.1842105,104.6578947,117.2,109.8,100,95,-5,195
OKC,OKC vs. UTA,UTA,1/9/2015,W,-11.5,197.5,0.480463576,13.87849617,28.16274634,0.216225166,0.453159041,12.97318874,29.6,0.241830065,0.476229779,12.55830642,75.44180378,0.213271707,0.521493213,12.06884489,80,0.244343891,94.61382169,49.79627989,2,0,0,0,0.497538678,14.0097134,28.54223433,0.225386779,0.497493734,13.02681992,32.52427184,0.235588972,0.510580205,11.62639435,75.28931246,0.196928328,0.453316953,10.93152182,73.61111111,0.230958231,90.58575556,49.55410736,2,0,0,0,101.2024733,100.9203155,0.282157732,99.95447993,108.0270352,-8.072555304,104.2843408,107.2776896,-2.993348783,107.9120879,101.6956598,6.216428098,98.75,98.08333333,105.4,113.8,96.41666667,99.13888889,98.2,92.6,99,94,-5,193
DET,DET vs. BKN,BKN,1/10/2015,W,-5.5,194,0.475322581,12.39003527,26.98412698,0.179032258,0.515659955,12.41900648,26.29310345,0.147651007,0.501336452,13.1800599,75.78075207,0.19612429,0.475845411,13.77562266,78.99159664,0.210144928,93.84304578,46.97162219,1,1,0,1,0.487307033,13.94546009,22.83464567,0.206174957,0.469151671,16.15136133,20.70707071,0.195372751,0.493458571,13.44547431,74.1020794,0.192888293,0.469951923,11.35838595,78.1512605,0.168269231,92.39858163,48.73251748,1,1,1,1,100.4094365,103.4984077,-3.088971179,106.5507481,97.28177332,9.26897476,99.69529503,102.4122347,-2.716939693,92.05143191,98.62228307,-6.570851163,97.27777778,99.66666667,105.4,96.2,95.61111111,97.69444444,88.2,92.2,98,93,-5,191
TOR,TOR vs. BOS,BOS,1/10/2015,W,-11.5,209,0.513250587,11.08093027,26.71651937,0.237839651,0.490888383,12.13765529,24,0.207289294,0.510055479,13.95747201,72.88949897,0.213938974,0.518847007,10.46693159,72.52252252,0.199556541,94.00030871,51.32227332,2,0,0,0,0.49469144,13.03465747,23.92761394,0.168214997,0.455414013,10.54778145,22.17573222,0.133757962,0.491900101,13.23513995,74.88278634,0.206547418,0.460227273,13.90319258,66.0944206,0.261363636,97.78244828,50.8169109,1,1,1,1,110.6472674,105.049706,5.597561418,103.1131479,111.0050131,-7.891865216,101.1820523,102.5111899,-1.329137615,95.37841191,103.2565528,-7.878140909,107.6857143,101.6857143,104.4,111.6,102.6176471,103.7352941,98.4,104,109,96,-13,205
NYK,NYK vs. CHA,CHA,1/10/2015,L,7.5,186.5,0.486499215,14.38022694,25.73710074,0.167660911,0.472839506,16.845851,22.86995516,0.12345679,0.525056579,13.90387445,71.84092367,0.231490462,0.567010309,16.73894849,74.74747475,0.201030928,90.92704865,44.41818774,2,0,0,1,0.463687151,11.0552863,22.47924081,0.200496586,0.470023981,12.06474126,28.11059908,0.23501199,0.501898134,12.00739535,79.79604844,0.191078773,0.435747664,9.054553686,77.48917749,0.214953271,93.08084401,47.17011129,2,0,0,1,99.36980996,108.931025,-9.561215049,90.71482444,108.8875809,-18.17275649,98.92850143,103.0874374,-4.158935935,102.5619558,97.25591902,5.306036778,93.15384615,101.6410256,86.6,103.6,95.63157895,99.39473684,98,93,82,110,28,192
LAC,LAC vs. DAL,DAL,1/10/2015,W,-3.5,213,0.535022101,11.89082587,21.35523614,0.233253995,0.544226044,11.43641354,18.04878049,0.235872236,0.506019952,13.76611707,77.23362012,0.224630203,0.461995249,12.46001637,76.66666667,0.173396675,94.52895649,52.1849126,3,0,0,0,0.531641604,11.26047573,25.0310559,0.20112782,0.529748284,10.14351191,20.3539823,0.160183066,0.504007695,15.02503361,71.78217822,0.202308432,0.46627907,14.74820144,75.22123894,0.169767442,95.09518396,54.08639374,3,0,0,0,110.1170982,103.1788855,6.938212676,110.5323599,95.90633563,14.62602431,111.7683548,103.4110583,8.357296551,109.5896044,94.8,14.78960441,106.4722222,99.86111111,107.8,92.4,109.0810811,102.027027,106.6,94.8,120,100,-20,220
PHI,PHI vs. IND,IND,1/10/2015,W,7,187.5,0.454049296,17.15711493,25.10795805,0.207042254,0.453316953,16.77974757,27.89699571,0.196560197,0.514028403,15.95717301,73.25982081,0.224800831,0.547146402,15.9510584,74.11167513,0.186104218,97.11394083,41.49915461,1,1,1,1,0.472135254,13.2695353,24.97005988,0.190983093,0.461722488,13.68613139,25.82159624,0.26076555,0.483210745,11.7133025,78.19277108,0.209785737,0.472413793,10.38190582,76.78571429,0.204597701,93.36378467,47.81443644,1,1,1,1,90.99005919,103.4196832,-12.42962401,92.90680351,107.080601,-14.17379747,98.66451887,101.4643082,-2.79978931,100.4056795,102.5851457,-2.179466158,90.48571429,103.3428571,89.8,103.2,95.42105263,96.78947368,99,100,93,92,-1,185
CHI,CHI vs. MIL,MIL,1/10/2015,W,-6,194,0.489993438,13.37296428,27.87193974,0.257217848,0.436794582,12.84811445,32.27091633,0.237020316,0.470379512,11.4238623,73.88235294,0.187596421,0.48580786,13.89274799,69.86899563,0.139737991,94.22981559,52.29727551,1,1,1,1,0.507431341,16.00374722,24.85586163,0.198707593,0.511111111,18.2088443,25.60386473,0.155555556,0.487142398,15.48774406,72.8960396,0.220186435,0.44,17.82826055,74.2081448,0.2175,94.69159632,51.87969925,1,1,1,1,105.1437048,101.3322545,3.811450236,99.40197188,100.42617,-1.024198118,101.2115202,99.54353556,1.667984657,98.30997527,90.12893159,8.181043676,101.9189189,98.83783784,98.4,101.8,98.84210526,97.78947368,95.4,87.8,95,87,-8,182
POR,POR vs. ORL,ORL,1/10/2015,W,-14.5,195,0.50862069,12.72103109,25.52795031,0.175287356,0.494407159,11.0570544,24.78632479,0.14541387,0.458053154,11.48237163,75.5648038,0.197246238,0.43537415,9.929390997,75.31380753,0.19047619,94.51095402,54.7481896,2,0,0,0,0.494920635,14.16689742,20.60422961,0.168888889,0.446933962,12.46223565,17.08333333,0.162735849,0.502670437,12.72041407,76.23701894,0.210179076,0.51125,15.13361878,72.72727273,0.23,92.95575152,46.08147971,1,1,1,1,105.8865554,98.86941389,7.017141492,104.6137339,96.52668922,8.087044689,98.55169509,104.1554498,-5.603754699,91.69054441,103.9764237,-12.2858793,103.75,96.58333333,101.4,93.6,93.58974359,99.20512821,89.6,100.2,103,92,-11,195
MIN,MIN vs. SAS,SAS,1/10/2015,L,10,199.5,0.46512016,13.55759429,28.13688213,0.218958611,0.47597254,13.86488044,31.73913043,0.173913043,0.5458747,14.90550277,72.04066812,0.206436152,0.566831683,15.53618795,71.03825137,0.183168317,96.38746509,44.26569367,1,1,1,1,0.515896427,13.90596344,23.20971867,0.206489676,0.504842615,13.71664788,22.27488152,0.169491525,0.48688,13.00403125,77.38755391,0.19296,0.487893462,15.00666963,75.48076923,0.186440678,93.48948138,53.45420444,1,1,1,0,98.93678161,110.0470138,-11.11023215,101.9985073,112.0471778,-10.04867042,104.754722,100.3920964,4.362625609,100.370981,98.20770931,2.163271734,98.37142857,108.3428571,98.4,106.4,102.1081081,98.54054054,97.4,96,93,108,15,201
HOU,HOU vs. UTA,UTA,1/10/2015,W,-11,195.5,0.505511022,15.54559043,29.17205692,0.211088844,0.528669725,15.34391534,33.33333333,0.153669725,0.47694379,15.24636919,73.96103896,0.224503534,0.513819095,17.17134417,70.14925373,0.211055276,95.76246041,50.79956387,2,0,0,1,0.498457848,14.15187428,28.41965471,0.224811515,0.498730964,14.14913958,31.40096618,0.233502538,0.510261503,11.66145455,75.41308658,0.193644489,0.451923077,11.30095005,73.63636364,0.221153846,90.71515676,49.72449491,1,1,1,1,102.6943587,98.50761387,4.186744816,106.6666667,102.3671096,4.299557032,104.1459738,107.0373872,-2.891413413,105.8951965,100.844682,5.050514555,101.6388889,97.25,105.6,98.6,96.35135135,99.13513514,97,93.6,97,82,-15,179
SAC,SAC vs. CLE,CLE,1/11/2015,W,-3.5,206,0.491649269,15.00551636,27.80859917,0.296798887,0.471014493,14.80028531,22.86995516,0.268115942,0.494996772,11.32612118,75.31328321,0.221110394,0.502222222,12.83493917,74.66666667,0.168888889,95.18931751,48.68966661,2,0,0,0,0.498180615,12.93940596,26.3671875,0.230234866,0.44600939,12.04060462,27.89699571,0.187793427,0.518572825,13.20268179,74.33510638,0.166503747,0.527644231,13.61264463,72.36180905,0.165865385,92.71607771,48.3050184,2,0,0,0,103.6081197,105.8750494,-2.266929705,98.27383288,103.1733625,-4.899529638,105.0805958,105.7846506,-0.704054833,96.87473675,107.1910871,-10.31635035,102.1944444,104.2222222,100.2,105.6,100.2162162,99.83783784,92,101.6,103,84,-19,187
LAC,LAC vs. MIA,MIA,1/11/2015,L,-10,199.5,0.536810829,11.84287428,21.37150466,0.231429515,0.560386473,10.79136691,19.02439024,0.22705314,0.506181089,13.68009927,77.39242132,0.222185099,0.473493976,12.3218077,80.34188034,0.173493976,94.56598316,52.33298771,1,1,0,0,0.510682159,14.47898032,21.60583942,0.243628186,0.491477273,14.81359559,21.27659574,0.284090909,0.522825306,14.56762846,72.70758123,0.225377426,0.513095238,11.46000458,70.95238095,0.178571429,89.78868889,48.0731664,3,0,0,0,110.416527,103.1915369,7.224990107,114.0637776,96.56919754,17.49458005,102.8461726,106.6628056,-3.816632971,99.99103219,109.3912141,-9.400181918,106.8378378,99.86486486,111.6,93,93.75,98.22222222,89.2,101.2,90,104,14,194
MEM,MEM vs. PHX,PHX,1/11/2015,W,-3.5,209,0.498003328,11.99741273,24.57180501,0.216638935,0.496368039,13.98231426,24.20091324,0.169491525,0.502033898,14.24017559,74.39739414,0.188813559,0.53470437,14.77794198,79.39698492,0.228791774,91.99028202,52.58927832,2,0,0,0,0.52105106,13.73957368,24.61538462,0.202448492,0.532332564,15.59105879,26.79425837,0.198614319,0.495744681,14.46442889,72.63652378,0.247720365,0.48405467,15.69723315,73.36244541,0.198177677,97.26340465,51.06478368,2,0,0,0,105.282622,102.4692796,2.813342412,100.7895179,106.7021636,-5.912645734,106.8717949,103.8969644,2.974830488,106.2466009,98.70450339,7.542097493,101.2222222,97.75,96,101,106.8717949,104.5384615,109.4,102.4,122,110,-12,232
